Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude,date,Flare,Class,ID
11846,59,160,Hsx,3,1,Alpha,-17,-62,19/09/2013,,,1184641536
11847,66,10,Axx,1,1,Alpha,11,-55,19/09/2013,,,1184741536
11841,144,10,Hrx,1,1,Alpha,-4,38,20/09/2013,,,1184141537
11843,127,60,Dso,4,6,Beta,1,21,20/09/2013,,,1184341537
11845,73,10,Axx,1,1,Alpha,-18,-34,20/09/2013,,,1184541537
11846,57,180,Cso,6,2,Beta,-16,-49,20/09/2013,,,1184641537
11848,70,10,Axx,1,1,Alpha,-10,-36,20/09/2013,,,1184841537
11849,75,10,Bxo,3,3,Beta,22,-32,20/09/2013,,,1184941537
11850,31,10,Axx,1,1,Alpha,9,-75,20/09/2013,,,1185041537
11841,146,10,Hrx,1,1,Alpha,-4,52,21/09/2013,,,1184141538
11843,129,50,Cso,5,8,Beta,2,35,21/09/2013,,,1184341538
11846,58,160,Cso,8,4,Beta,-17,-36,21/09/2013,,,1184641538
11848,71,0,Axx,1,1,Alpha,-11,-23,21/09/2013,,,1184841538
11849,76,10,Bxo,3,7,Beta,22,-18,21/09/2013,,,1184941538
11850,32,90,Dao,8,6,Beta,9,-62,21/09/2013,,,1185041538
11841,146,10,Hrx,1,1,Alpha,-4,65,22/09/2013,,,1184141539
11843,130,20,Cso,4,6,Beta,2,49,22/09/2013,,,1184341539
11846,56,210,Cso,9,5,Beta,-17,-25,22/09/2013,,,1184641539
11849,77,60,Dao,7,11,Beta,20,-4,22/09/2013,,,1184941539
11850,29,90,Dso,8,6,Beta,8,-52,22/09/2013,,,1185041539
11841,146,10,Hrx,1,1,Alpha,-4,78,23/09/2013,,,1184141540
11843,130,20,Cao,4,5,Beta,3,62,23/09/2013,,,1184341540
11845,73,10,Bxo,3,3,Beta,-17,5,23/09/2013,,,1184541540
11846,58,140,Hsx,5,1,Alpha,-18,-10,23/09/2013,,,1184641540
11849,78,90,Dao,8,12,Beta,19,10,23/09/2013,,,1184941540
11850,30,50,Dao,7,5,Beta,7,-38,23/09/2013,,,1185041540
11851,358,30,Hrx,1,1,Alpha,-16,-69,23/09/2013,,,1185141540
11846,59,150,Hsx,4,1,Alpha,-18,4,24/09/2013,,,1184641541
11849,79,80,Dso,9,8,Beta,19,24,24/09/2013,,,1184941541
11850,31,40,Cso,8,4,Beta,8,-24,24/09/2013,,,1185041541
11851,1,10,Axx,1,1,Alpha,-16,-55,24/09/2013,,,1185141541
11852,82,10,Axx,1,1,Alpha,-21,28,24/09/2013,,,1185241541
11846,59,150,Hsx,4,1,Alpha,-18,18,25/09/2013,,,1184641542
11849,79,30,Cro,9,4,Beta,19,38,25/09/2013,,,1184941542
11850,31,50,Cso,12,10,Beta,8,-10,25/09/2013,,,1185041542
11851,1,10,Axx,1,1,Alpha,-19,-41,25/09/2013,,,1185141542
11846,58,160,Hsx,2,1,Alpha,-17,31,26/09/2013,,,1184641543
11849,80,30,Eao,11,5,Beta,21,53,26/09/2013,,,1184941543
11850,30,70,Dao,9,14,Beta,8,3,26/09/2013,,,1185041543
11851,358,10,Axx,1,1,Alpha,-20,-30,26/09/2013,,,1185141543
11846,59,130,Hsx,3,1,Alpha,-18,44,27/09/2013,,,1184641544
11850,33,180,Dao,7,16,Beta,10,18,27/09/2013,,,1185041544
11852,85,10,Bxo,3,3,Beta,-21,70,27/09/2013,,,1185241544
11853,95,20,Cro,3,3,Beta,19,80,27/09/2013,,,1185341544
11846,62,120,Hsx,2,1,Alpha,-17,56,28/09/2013,,,1184641545
11850,36,140,Dao,8,10,Beta-Gamma,9,30,28/09/2013,,,1185041545
11852,87,10,Bxo,2,2,Beta,-20,81,28/09/2013,,,1185241545
11853,83,10,Hrx,0,1,Alpha,19,77,28/09/2013,,,1185341545
11846,59,150,Hsx,2,1,Alpha,-17,70,29/09/2013,,,1184641546
11850,35,100,Dso,8,7,Beta-Gamma,10,46,29/09/2013,,,1185041546
11853,80,30,Cao,3,5,Beta,19,91,29/09/2013,,,1185341546
11854,284,50,Dso,5,5,Beta,6,-65,29/09/2013,,,1185441546
11846,59,100,Hsx,2,1,Alpha,-17,84,30/09/2013,,,1184641547
11850,35,60,Dso,8,5,Beta-Gamma,10,60,30/09/2013,,,1185041547
11854,284,30,Cao,4,3,Beta,6,-51,30/09/2013,,,1185441547
11850,34,50,Cso,5,3,Beta,10,73,01/10/2013,,,1185041548
11854,287,10,Hrx,1,1,Alpha,5,-34,01/10/2013,,,1185441548
11855,305,10,Bxo,4,8,Beta,-13,-16,01/10/2013,,,1185541548
11850,34,30,Hsx,2,1,Alpha,8,85,02/10/2013,,,1185041549
11854,289,10,Hsx,1,1,Alpha,5,-19,02/10/2013,,,1185441549
11855,306,80,Dsi,6,17,Beta,-14,-1,02/10/2013,,,1185541549
11854,290,20,Hsx,1,1,Alpha,5,-4,03/10/2013,,,1185441550
11855,307,130,Dsi,7,16,Beta,-14,11,03/10/2013,,,1185541550
11856,225,50,Cao,2,1,Beta,8,-69,03/10/2013,,,1185641550
11857,228,70,Hax,2,1,Alpha,-6,-66,03/10/2013,,,1185741550
11855,307,90,Dso,8,14,Beta,-13,26,04/10/2013,,,1185541551
11856,225,70,Dso,6,2,Beta,7,-56,04/10/2013,,,1185641551
11857,227,100,Hsx,2,1,Alpha,-8,-54,04/10/2013,,,1185741551
11858,349,50,Cao,5,4,Beta,9,67,04/10/2013,,,1185841551
11855,308,80,Dai,9,15,Beta,-13,39,05/10/2013,,,1185541552
11856,226,80,Dso,7,8,Beta,8,-43,05/10/2013,,,1185641552
11857,228,100,Cao,3,4,Beta,-7,-41,05/10/2013,,,1185741552
11858,349,80,Dao,7,3,Beta,10,80,05/10/2013,,,1185841552
11859,277,30,Cro,4,4,Beta,-17,8,05/10/2013,,,1185941552
11855,309,70,Dao,9,9,Beta,-13,53,06/10/2013,,,1185541553
11856,225,70,Cao,7,5,Beta,8,-31,06/10/2013,,,1185641553
11857,228,110,Hsx,2,1,Alpha,-8,-28,06/10/2013,,,1185741553
11858,351,60,Dao,8,2,Beta,12,95,06/10/2013,,,1185841553
11859,279,10,Axx,2,2,Alpha,-15,23,06/10/2013,,,1185941553
11855,310,40,Cao,10,7,Beta,-13,67,07/10/2013,,,1185541554
11856,225,40,Cao,7,4,Beta,8,-18,07/10/2013,,,1185641554
11857,229,110,Hsx,2,1,Alpha,-8,-14,07/10/2013,,,1185741554
11859,280,10,Axx,1,1,Alpha,-15,37,07/10/2013,,,1185941554
11855,310,30,Cro,5,2,Beta,-13,82,08/10/2013,,,1185541555
11856,226,30,Cro,4,4,Beta,7,-2,08/10/2013,,,1185641555
11857,227,80,Hsx,2,1,Alpha,-7,-1,08/10/2013,,,1185741555
11860,189,10,Axx,1,1,Alpha,-28,-40,08/10/2013,,,1186041555
11861,164,10,Bxo,4,2,Beta,-13,-64,08/10/2013,,,1186141555
11862,248,10,Bxo,6,6,Beta,-24,19,08/10/2013,,,1186241555
11856,226,30,Cao,3,3,Beta,7,10,09/10/2013,,,1185641556
11857,227,90,Hsx,2,1,Alpha,-8,11,09/10/2013,,,1185741556
11860,187,10,Axx,2,2,Alpha,-27,-31,09/10/2013,,,1186041556
11861,165,10,Bxo,6,3,Beta,-13,-50,09/10/2013,,,1186141556
11862,250,20,Cso,6,3,Beta,-23,34,09/10/2013,,,1186241556
11863,197,10,Bxo,4,4,Beta,-18,-19,09/10/2013,,,1186341556
11864,154,50,Hsx,1,1,Alpha,-23,-62,09/10/2013,,,1186441556
11865,143,60,Cao,3,2,Beta,-20,-73,09/10/2013,,,1186541556
11856,225,10,Bxo,4,8,Beta,7,22,10/10/2013,,,1185641557
11857,227,110,Hsx,2,1,Alpha,-7,24,10/10/2013,,,1185741557
11861,166,60,Cao,11,8,Beta,-13,-37,10/10/2013,,,1186141557
11862,252,10,Bxo,3,3,Beta,-23,49,10/10/2013,,,1186241557
11863,197,10,Axx,2,2,Alpha,-18,-5,10/10/2013,,,1186341557
11864,155,70,Hax,2,2,Alpha,-22,-48,10/10/2013,,,1186441557
11865,145,210,Dao,7,5,Beta-Delta,-21,-58,10/10/2013,,,1186541557
11866,266,10,Bxo,3,2,Beta,-16,63,10/10/2013,,,1186641557
11856,226,10,Bxo,3,2,Beta,7,36,11/10/2013,,,1185641558
11857,227,100,Hsx,5,1,Alpha,-8,37,11/10/2013,,,1185741558
11861,168,200,Eac,11,23,Beta,-10,-22,11/10/2013,,,1186141558
11862,251,40,Dao,7,8,Beta,-23,61,11/10/2013,,,1186241558
11863,198,30,Dro,4,5,Beta,-19,8,11/10/2013,,,1186341558
11864,156,60,Hax,2,2,Alpha,-23,-34,11/10/2013,,,1186441558
11865,145,220,Dai,7,15,Beta-Gamma-Delta,-22,-45,11/10/2013,,,1186541558
11867,183,10,Axx,2,2,Alpha,23,-7,11/10/2013,,,1186741558
11857,228,100,Hsx,2,1,Alpha,-8,51,12/10/2013,,,1185741559
11861,169,340,Dkc,9,19,Beta-Gamma-Delta,-9,-8,12/10/2013,,,1186141559
11862,251,30,Cro,4,4,Beta,-23,74,12/10/2013,,,1186241559
11863,199,20,Cro,6,3,Beta,-18,22,12/10/2013,,,1186341559
11864,156,60,Hsx,3,3,Alpha,-23,-21,12/10/2013,,,1186441559
11865,145,220,Dao,8,14,Beta-Gamma-Delta,-22,-32,12/10/2013,,,1186541559
11867,184,10,Axx,1,1,Alpha,23,7,12/10/2013,,,1186741559
11857,229,80,Hsx,2,1,Alpha,-8,65,13/10/2013,,,1185741560
11861,169,380,Dkc,8,14,Beta-Gamma,-9,5,13/10/2013,,,1186141560
11863,200,10,Bxo,4,3,Beta,-18,36,13/10/2013,,,1186341560
11864,157,60,Hsx,2,2,Alpha,-23,-7,13/10/2013,,,1186441560
11865,145,200,Dao,9,20,Beta-Gamma-Delta,-22,-19,13/10/2013,,,1186541560
11867,184,30,Cro,5,6,Beta,23,20,13/10/2013,,,1186741560
11857,229,70,Hsx,2,1,Alpha,-8,78,14/10/2013,,,1185741561
11861,170,400,Dhi,8,12,Beta-Gamma,-9,19,14/10/2013,,,1186141561
11863,201,20,Cro,4,4,Beta,-18,50,14/10/2013,,,1186341561
11864,158,60,Hsx,2,1,Alpha,-23,7,14/10/2013,,,1186441561
11865,145,270,Dkc,9,16,Beta-Gamma-Delta,-22,-6,14/10/2013,,,1186541561
11867,183,50,Dao,6,7,Beta,24,32,14/10/2013,,,1186741561
11868,100,10,Axx,1,1,Alpha,18,-51,14/10/2013,,,1186841561
11869,85,40,Dso,9,3,Beta,19,-66,14/10/2013,,,1186941561
11857,228,30,Hsx,1,1,Alpha,-7,90,15/10/2013,,,1185741562
11861,170,400,Dho,8,9,Beta-Gamma,-8,32,15/10/2013,,,1186141562
11863,200,20,Cro,4,3,Beta,-18,62,15/10/2013,,,1186341562
11864,158,70,Hsx,2,1,Alpha,-23,20,15/10/2013,,,1186441562
11865,145,120,Cai,7,10,Beta-Gamma-Delta,-22,8,15/10/2013,,,1186541562
11867,182,40,Dao,8,5,Beta,24,44,15/10/2013,,,1186741562
11868,101,10,Axx,1,1,Alpha,18,-37,15/10/2013,,,1186841562
11869,82,40,Dso,4,2,Beta,18,-54,15/10/2013,,,1186941562
11870,143,30,Cro,3,3,Beta,-13,6,15/10/2013,,,1187041562
11871,74,30,Hsx,1,1,Alpha,16,-62,15/10/2013,,,1187141562
11861,168,480,Dho,8,17,Beta,-10,45,16/10/2013,,,1186141563
11863,198,10,Cro,3,2,Beta,-17,75,16/10/2013,,,1186341563
11864,156,60,Hsx,1,1,Alpha,-23,32,16/10/2013,,,1186441563
11865,144,90,Dao,5,11,Beta-Gamma-Delta,-21,21,16/10/2013,,,1186541563
11867,180,20,Cro,8,4,Beta,24,56,16/10/2013,,,1186741563
11868,100,10,Axx,1,1,Alpha,17,-23,16/10/2013,,,1186841563
11869,79,30,Cro,3,2,Beta,20,-44,16/10/2013,,,1186941563
11870,144,20,Cro,4,8,Beta,-14,21,16/10/2013,,,1187041563
11871,77,20,Hrx,1,1,Alpha,17,-46,16/10/2013,,,1187141563
11872,55,60,Hsx,2,1,Alpha,-15,-67,16/10/2013,,,1187241563
11861,167,350,Dhc,10,13,Beta-Gamma,-10,57,17/10/2013,,,1186141564
11864,156,50,Hsx,1,1,Alpha,-23,45,17/10/2013,,,1186441564
11865,147,50,Dso,2,3,Beta-Delta,-22,37,17/10/2013,,,1186541564
11867,183,10,Bxo,3,2,Beta,23,74,17/10/2013,,,1186741564
11869,82,20,Dso,3,2,Beta,18,-27,17/10/2013,,,1186941564
11870,145,10,Bxo,1,2,Beta,-13,35,17/10/2013,,,1187041564
11871,78,10,Axx,2,2,Alpha,17,-32,17/10/2013,,,1187141564
11872,55,90,Hsx,2,1,Alpha,-17,-55,17/10/2013,,,1187241564
11873,49,30,Cro,7,4,Beta,11,-60,17/10/2013,,,1187341564
11861,166,370,Eki,14,17,Beta-Gamma,-8,69,18/10/2013,,,1186141565
11864,157,60,Hsx,1,1,Alpha,-23,60,18/10/2013,,,1186441565
11865,148,10,Bxo,2,4,Beta,-21,50,18/10/2013,,,1186541565
11867,181,10,Axx,0,1,Alpha,23,83,18/10/2013,,,1186741565
11869,81,20,Cso,5,2,Beta,18,-16,18/10/2013,,,1186941565
11870,146,10,Axx,1,1,Alpha,-13,49,18/10/2013,,,1187041565
11871,75,20,Hsx,1,1,Alpha,18,-21,18/10/2013,,,1187141565
11872,56,70,Cso,2,1,Beta,-17,-41,18/10/2013,,,1187241565
11873,49,110,Cso,7,10,Beta,11,-48,18/10/2013,,,1187341565
11874,75,20,Dao,3,4,Beta,-10,-22,18/10/2013,,,1187441565
11875,27,50,Cao,3,2,Beta,7,-69,18/10/2013,,,1187541565
11876,158,10,Bxo,2,2,Beta,5,62,18/10/2013,,,1187641565
11861,163,410,Eki,15,16,Beta-Gamma,-7,79,19/10/2013,,,1186141566
11864,157,20,Hsx,1,1,Alpha,-23,73,19/10/2013,,,1186441566
11868,101,10,Bxo,2,4,Beta,23,17,19/10/2013,,,1186841566
11869,78,20,Hsx,1,1,Alpha,19,-7,19/10/2013,,,1186941566
11870,143,30,Cao,2,3,Beta,-15,58,19/10/2013,,,1187041566
11872,56,80,Hsx,2,1,Alpha,-16,-28,19/10/2013,,,1187241566
11873,50,40,Cso,8,9,Beta,12,-34,19/10/2013,,,1187341566
11874,77,50,Dao,5,8,Beta,-10,-7,19/10/2013,,,1187441566
11875,24,150,Dao,10,10,Beta-Gamma,7,-60,19/10/2013,,,1187541566
11877,9,120,Hsx,2,1,Alpha,-11,-75,19/10/2013,,,1187741566
11861,163,240,Eac,13,9,Beta-Gamma,-7,91,20/10/2013,,,1186141567
11864,157,30,Hax,1,1,Alpha,-22,85,20/10/2013,,,1186441567
11868,102,40,Cao,2,3,Beta,23,30,20/10/2013,,,1186841567
11869,77,20,Hrx,1,1,Alpha,20,5,20/10/2013,,,1186941567
11870,144,10,Bxo,1,3,Beta,-15,72,20/10/2013,,,1187041567
11872,57,80,Hsx,2,1,Alpha,-17,-15,20/10/2013,,,1187241567
11873,49,20,Cro,3,6,Beta,12,-23,20/10/2013,,,1187341567
11874,78,40,Dao,5,6,Beta,-11,6,20/10/2013,,,1187441567
11875,26,150,Esi,12,15,Beta-Gamma,8,-46,20/10/2013,,,1187541567
11877,11,260,Cko,4,4,Beta,-12,-61,20/10/2013,,,1187741567
11872,57,80,Hsx,2,1,Alpha,-17,-1,21/10/2013,,,1187241568
11873,49,50,Dao,9,12,Beta,12,-9,21/10/2013,,,1187341568
11874,78,40,Cao,6,10,Beta,-11,20,21/10/2013,,,1187441568
11875,26,150,Eai,11,24,Beta-Gamma,7,-32,21/10/2013,,,1187541568
11877,3,390,Fho,16,8,Beta-Gamma,-13,-55,21/10/2013,,,1187741568
11878,112,10,Bxo,5,2,Beta,-10,54,21/10/2013,,,1187841568
11872,55,60,Hsx,2,2,Alpha,-17,11,22/10/2013,,,1187241569
11873,49,40,Dao,9,9,Beta,12,5,22/10/2013,,,1187341569
11874,76,40,Csi,6,9,Beta,-11,32,22/10/2013,,,1187441569
11875,25,250,Ekc,11,61,Beta-Gamma-Delta,6,-19,22/10/2013,,,1187541569
11877,6,400,Cho,8,10,Beta,-13,-38,22/10/2013,,,1187741569
11878,111,10,Bxo,6,2,Beta,-9,67,22/10/2013,,,1187841569
11879,352,60,Dso,6,4,Beta,-13,-52,22/10/2013,,,1187941569
11880,60,10,Bxo,3,2,Beta,12,16,22/10/2013,,,1188041569
11872,57,60,Cao,3,4,Beta,-17,26,23/10/2013,,,1187241570
11873,49,10,Axx,6,4,Alpha,12,17,23/10/2013,,,1187341570
11874,78,30,Dro,8,13,Beta,-11,47,23/10/2013,,,1187441570
11875,27,420,Ekc,14,123,Beta-Gamma-Delta,7,-4,23/10/2013,,,1187541570
11877,8,390,Dki,7,15,Beta,-13,-23,23/10/2013,,,1187741570
11879,354,80,Cso,9,9,Beta,-13,-37,23/10/2013,,,1187941570
11872,58,50,Dso,7,4,Beta,-18,40,24/10/2013,,,1187241571
11873,51,10,Axx,9,9,Alpha,11,33,24/10/2013,,,1187341571
11875,28,610,Ekc,14,50,Beta-Gamma-Delta,8,11,24/10/2013,,,1187541571
11877,8,320,Dki,8,17,Beta-Gamma-Delta,-12,-9,24/10/2013,,,1187741571
11879,356,90,Cso,9,11,Beta,-13,-22,24/10/2013,,,1187941571
11872,60,70,Dso,8,2,Beta,-18,54,25/10/2013,,,1187241572
11875,29,720,Ekc,15,50,Beta-Gamma-Delta,8,23,25/10/2013,,,1187541572
11877,9,440,Dkc,9,19,Beta-Gamma,-12,3,25/10/2013,,,1187741572
11879,356,100,Cai,7,11,Beta,-12,-10,25/10/2013,,,1187941572
11881,329,10,Bxo,3,4,Beta,-22,-37,25/10/2013,,,1188141572
11882,293,100,Dso,9,2,Beta,-8,-73,25/10/2013,,,1188241572
11869,76,0,Axx,1,1,Alpha,18,84,26/10/2013,,,1186941573
11872,59,50,Cso,9,4,Beta,-18,67,26/10/2013,,,1187241573
11875,28,660,Ekc,15,39,Beta-Gamma-Delta,7,36,26/10/2013,,,1187541573
11877,8,390,Dhi,8,16,Beta-Gamma,-12,16,26/10/2013,,,1187741573
11879,355,110,Cai,8,11,Beta,-13,3,26/10/2013,,,1187941573
11881,331,10,Bxo,1,2,Beta,-22,-21,26/10/2013,,,1188141573
11882,293,280,Dko,7,5,Beta-Gamma-Delta,-8,-59,26/10/2013,,,1188241573
11872,59,10,Bxo,9,2,Beta,-18,80,27/10/2013,,,1187241574
11875,30,660,Ekc,15,38,Beta-Gamma-Delta,7,51,27/10/2013,,,1187541574
11877,9,320,Chi,9,15,Beta-Gamma,-12,30,27/10/2013,,,1187741574
11879,354,100,Cao,5,6,Beta,-12,15,27/10/2013,,,1187941574
11881,330,10,Bxo,4,4,Beta,-22,-9,27/10/2013,,,1188141574
11882,292,300,Dki,8,11,Beta-Gamma-Delta,-8,-47,27/10/2013,,,1188241574
11883,265,40,Hax,2,2,Alpha,4,-74,27/10/2013,,,1188341574
11884,261,50,Hax,3,2,Alpha,-9,-78,27/10/2013,,,1188441574
11885,264,70,Hsx,2,1,Alpha,-17,-75,27/10/2013,,,1188541574
11873,56,10,Hrx,1,1,Alpha,13,90,28/10/2013,,,1187341575
11875,30,790,Fkc,16,40,Beta-Gamma-Delta,7,64,28/10/2013,,,1187541575
11877,9,330,Dhi,9,20,Beta-Gamma-Delta,-12,43,28/10/2013,,,1187741575
11879,354,100,Cao,5,8,Beta,-12,28,28/10/2013,,,1187941575
11881,331,10,Bxo,5,2,Beta,-22,5,28/10/2013,,,1188141575
11882,292,390,Dkc,8,31,Beta-Gamma-Delta,-8,-34,28/10/2013,,,1188241575
11883,267,60,Hax,1,2,Alpha,4,-59,28/10/2013,,,1188341575
11884,258,110,Dso,9,11,Beta-Gamma-Delta,-13,-68,28/10/2013,,,1188441575
11885,263,130,Hsx,3,1,Alpha,-18,-63,28/10/2013,,,1188541575
11875,30,770,Ekc,13,15,Beta-Gamma-Delta,6,78,29/10/2013,,,1187541576
11877,8,230,Dai,5,13,Beta-Gamma,-12,56,29/10/2013,,,1187741576
11879,353,70,Dao,4,6,Beta,-12,41,29/10/2013,,,1187941576
11881,332,10,Bxo,2,3,Beta,-22,20,29/10/2013,,,1188141576
11882,291,330,Dkc,8,24,Beta-Gamma-Delta,-8,-21,29/10/2013,,,1188241576
11883,267,40,Cso,2,3,Beta,4,-45,29/10/2013,,,1188341576
11884,259,130,Dao,8,10,Beta-Gamma-Delta,-14,-53,29/10/2013,,,1188441576
11885,262,170,Hsx,3,1,Alpha,-17,-49,29/10/2013,,,1188541576
11875,32,420,Ekc,12,10,Beta-Gamma-Delta,6,92,30/10/2013,,,1187541577
11877,9,310,Dko,6,9,Beta-Gamma,-12,71,30/10/2013,,,1187741577
11879,354,80,Cao,2,2,Beta,-12,56,30/10/2013,,,1187941577
11882,291,360,Dkc,10,34,Beta-Gamma,-9,-7,30/10/2013,,,1188241577
11883,267,10,Hrx,1,2,Alpha,3,-31,30/10/2013,,,1188341577
11884,260,340,Ekc,11,22,Beta-Gamma-Delta,-13,-38,30/10/2013,,,1188441577
11885,265,190,Cao,4,6,Beta,-17,-35,30/10/2013,,,1188541577
11886,307,10,Cro,4,6,Beta-Gamma,14,9,30/10/2013,,,1188641577
11877,7,160,Dao,3,2,Beta,-13,81,31/10/2013,,,1187741578
11879,355,80,Cao,2,2,Beta,-13,69,31/10/2013,,,1187941578
11882,291,250,Dko,7,19,Beta,-9,6,31/10/2013,,,1188241578
11883,267,10,Axx,0,1,Alpha,4,-18,31/10/2013,,,1188341578
11884,261,460,Ekc,13,15,Beta-Gamma-Delta,-11,-24,31/10/2013,,,1188441578
11885,262,200,Cao,4,5,Beta,-18,-23,31/10/2013,,,1188541578
11886,308,50,Dao,5,7,Beta,15,23,31/10/2013,,,1188641578
11887,222,20,Hsx,1,1,Alpha,21,-63,31/10/2013,,,1188741578
11879,356,80,Hsx,2,2,Alpha,-12,83,01/11/2013,,,1187941579
11882,292,190,Dao,7,14,Beta,-10,19,01/11/2013,,,1188241579
11884,260,370,Ekc,14,23,Beta-Gamma-Delta,-12,-12,01/11/2013,,,1188441579
11885,260,180,Cso,6,6,Beta,-18,-12,01/11/2013,,,1188541579
11886,309,30,Cso,5,5,Beta,14,36,01/11/2013,,,1188641579
11887,225,30,Cso,7,4,Beta,21,-48,01/11/2013,,,1188741579
11888,304,20,Cro,3,4,Beta,-15,32,01/11/2013,,,1188841579
11882,291,150,Dao,7,12,Beta,-10,31,02/11/2013,,,1188241580
11884,260,370,Eki,14,19,Beta-Gamma,-13,1,02/11/2013,,,1188441580
11885,262,160,Cso,4,6,Beta,-19,2,02/11/2013,,,1188541580
11887,223,20,Cro,7,3,Beta,21,-37,02/11/2013,,,1188741580
11888,306,30,Cro,4,5,Beta,-15,46,02/11/2013,,,1188841580
11882,292,110,Cao,4,4,Beta,-10,46,03/11/2013,,,1188241581
11884,259,250,Eko,11,21,Beta-Gamma-Delta,-12,13,03/11/2013,,,1188441581
11885,262,160,Cao,4,12,Beta,-19,16,03/11/2013,,,1188541581
11887,225,20,Cro,9,4,Beta,20,-22,03/11/2013,,,1188741581
11888,307,20,Cro,3,3,Beta,-14,60,03/11/2013,,,1188841581
11889,224,30,Cro,4,6,Beta,-18,-23,03/11/2013,,,1188941581
11890,173,120,Hsx,8,3,Alpha,-9,-74,03/11/2013,,,1189041581
11882,294,110,Hax,3,2,Alpha,-10,60,04/11/2013,,,1188241582
11884,261,240,Eac,12,27,Beta-Gamma,-12,27,04/11/2013,,,1188441582
11885,263,180,Cso,5,6,Beta,-20,29,04/11/2013,,,1188541582
11887,225,20,Cro,7,7,Beta,20,-9,04/11/2013,,,1188741582
11888,308,20,Cro,4,3,Beta,-14,74,04/11/2013,,,1188841582
11889,226,50,Dao,6,13,Beta,-19,-8,04/11/2013,,,1188941582
11890,172,660,Ehc,12,15,Beta-Gamma,-10,-62,04/11/2013,,,1189041582
11882,294,50,Cao,2,2,Beta,-10,74,05/11/2013,,,1188241583
11884,258,110,Dac,9,10,Beta-Gamma,-12,38,05/11/2013,,,1188441583
11885,262,160,Hax,3,2,Alpha,-18,42,05/11/2013,,,1188541583
11887,225,110,Dsi,7,23,Beta-Gamma,21,5,05/11/2013,,,1188741583
11888,302,10,Bxo,2,2,Beta,-13,82,05/11/2013,,,1188841583
11889,225,80,Dao,9,10,Beta,-18,5,05/11/2013,,,1188941583
11890,170,830,Ehc,13,31,Beta-Gamma-Delta,-9,-49,05/11/2013,,,1189041583
11882,296,40,Cao,2,2,Beta,-9,89,06/11/2013,,,1188241584
11884,256,70,Dso,5,4,Beta,-12,49,06/11/2013,,,1188441584
11885,262,110,Hax,2,1,Alpha,-18,55,06/11/2013,,,1188541584
11887,225,120,Dai,8,16,Beta-Gamma,20,18,06/11/2013,,,1188741584
11889,224,110,Dai,8,12,Beta-Gamma,-18,17,06/11/2013,,,1188941584
11890,170,950,Ekc,14,39,Beta-Gamma-Delta,-11,-36,06/11/2013,,,1189041584
11884,255,50,Cso,5,3,Beta,-12,62,07/11/2013,,,1188441585
11885,262,90,Hax,2,2,Alpha,-18,69,07/11/2013,,,1188541585
11887,224,90,Dai,8,11,Beta,20,31,07/11/2013,,,1188741585
11889,223,80,Dai,7,12,Beta,-18,30,07/11/2013,,,1188941585
11890,169,910,Ekc,13,46,Beta-Gamma-Delta,-11,-23,07/11/2013,,,1189041585
11891,205,20,Cao,2,3,Beta,-18,11,07/11/2013,,,1189141585
11892,126,10,Axx,1,1,Alpha,-5,-67,07/11/2013,,,1189241585
11884,257,20,Hax,2,1,Alpha,-12,76,08/11/2013,,,1188441586
11885,263,60,Hsx,3,1,Alpha,-18,82,08/11/2013,,,1188541586
11887,226,80,Cao,8,11,Beta,19,45,08/11/2013,,,1188741586
11889,225,10,Bxo,7,5,Beta,-19,44,08/11/2013,,,1188941586
11890,171,920,Ehc,13,59,Beta-Gamma-Delta,-11,-10,08/11/2013,,,1189041586
11891,205,70,Dac,6,9,Beta-Delta,-18,24,08/11/2013,,,1189141586
11892,127,10,Bxo,4,3,Beta,-5,-54,08/11/2013,,,1189241586
11887,227,80,Cao,8,9,Beta,19,59,09/11/2013,,,1188741587
11889,226,10,Bxo,7,2,Beta,-19,58,09/11/2013,,,1188941587
11890,170,920,Ehc,13,58,Beta-Gamma-Delta,-11,2,09/11/2013,,,1189041587
11891,205,120,Dai,7,17,Beta-Delta,-18,37,09/11/2013,,,1189141587
11892,129,0,Axx,1,1,Alpha,-5,-39,09/11/2013,,,1189241587
11893,102,130,Hsx,2,1,Alpha,-12,-66,09/11/2013,,,1189341587
11894,201,10,Bxo,1,2,Beta,-7,34,09/11/2013,,,1189441587
11887,225,30,Cro,6,3,Beta,19,71,10/11/2013,,,1188741588
11890,170,660,Ekc,13,42,Beta-Gamma-Delta,-11,15,10/11/2013,,,1189041588
11891,204,80,Dao,6,9,Beta,-18,50,10/11/2013,,,1189141588
11893,100,210,Hsx,3,1,Alpha,-12,-54,10/11/2013,,,1189341588
11887,225,10,Bxo,4,2,Beta,18,84,11/11/2013,,,1188741589
11890,169,530,Ekc,13,28,Beta-Gamma-Delta,-12,28,11/11/2013,,,1189041589
11893,99,180,Cso,4,5,Beta,-12,-42,11/11/2013,,,1189341589
11895,74,60,Cao,5,4,Beta,-15,-67,11/11/2013,,,1189541589
11896,66,110,Hsx,2,1,Alpha,13,-75,11/11/2013,,,1189641589
11890,169,410,Ekc,13,29,Beta-Gamma-Delta,-11,42,12/11/2013,,,1189041590
11893,98,170,Dso,3,4,Beta,-12,-28,12/11/2013,,,1189341590
